source,level,target
4167,5,4619
4618,5,4619
861,5,4619
2391,5,4619
7395,5,4619
477,5,4619
4741,5,4619
847,5,4619
5429,5,4619
4442,5,4619
4834,5,4619
6737,5,4619
4619,5,4619
1805,5,4619
476,5,4619
7959,5,4619
5712,5,4619
3942,5,523
c_471a61cf,5,523
5161,5,523
1777,5,523
884,5,523
2337,5,523
1747,5,523
186,5,523
523,5,523
5598,5,523
3475,5,523
437483,5,523
1940,5,523
1339,5,523
3939,5,523
3940,5,523
3927,5,523
3635,5,523
1129,5,523
3497,5,523
499,5,523
5582,5,523
5493,5,523
5910,5,523
5559,5,523
5492,5,523
5113,5,523
164,5,523
5110,5,523
4274,5,523
2338,5,523
3926,5,523
96,5,523
497,5,523
5112,5,523
5850,5,523
6005,5,523
1281,5,523
4291,5,4291
4280,5,4291
4288,5,4291
5140,5,4291
4289,5,4291
6612,5,1432
4742,5,1432
3951,5,1432
5659,5,1432
245,5,1432
5570,5,1432
8420,5,1432
5933,5,1432
2,5,1432
3944,5,1432
7944,5,1432
1251,5,1432
1432,5,1432
6616,5,1432
1092,5,1432
574,5,1432
5571,5,1432
3945,5,1432
5428,5,1432
3993,5,1432
2383,5,1432
3950,5,1432
6132,5,1432
c_7546272f,5,1432
c_b499ede2,5,1432
8434,5,1432
8417,5,1432
3355,5,1432
6613,5,1432
1095,5,1432
8433,5,1432
4727,5,1432
3943,5,1432
8449,5,1432
5572,5,1432
6334,5,3239
c_062f6587,5,3239
6359,5,3239
4798,5,3239
4344,5,3239
1466,5,3239
8429,5,3239
4603,5,3239
219,5,3239
6360,5,3239
6151,5,3239
3239,5,3239
4437,5,3239
4608,5,3239
7825,5,7815
7820,5,7815
7826,5,7815
7822,5,7815
7827,5,7815
7821,5,7815
7824,5,7815
7819,5,7815
7828,5,7815
7829,5,7815
7823,5,7815
7818,5,7815
7815,5,7815
5139,5,5923
44,5,5923
6623,5,5923
42,5,5923
1540,5,5923
6624,5,5923
5923,5,5923
6622,5,5923
1548,5,5923
3986,5,5923
1543,5,5923
1544,5,5923
5691,5,5923
3983,5,5923
1541,5,5923
37,5,5923
5692,5,5923
1545,5,5923
94,5,5923
2982,5,5923
3987,5,5923
1539,5,5923
1546,5,5923
1547,5,5923
6621,5,5923
3985,5,5923
334,5,334
4198,5,139
377,5,139
4208,5,139
396,5,139
3201,5,139
1135,5,139
393,5,139
139,5,139
145,5,139
143,5,139
3202,5,139
140,5,139
147,5,139
146,5,139
5543,5,5442
5948,5,5442
5499,5,5442
5491,5,5442
5826,5,5442
5315,5,5442
2451,5,5442
5629,5,5442
4070,5,5442
c_fd848a9f,5,5442
5442,5,5442
c_c4c48e5c,5,5442
5772,5,5442
5137,5,5442
2008,5,5442
5864,5,5442
5418,5,5442
c_6f7bbe63,5,5442
c_8d31aed6,5,5442
5824,5,5442
5674,5,5442
5567,5,5442
8409,5,5442
3234,5,5442
4183,5,5442
5834,5,5442
7138,5,5442
8430,5,5442
5675,5,5442
6218,5,5442
3299,5,5442
4061,5,5442
6274,5,5442
5312,5,5442
c_2212c2c4,5,5442
5413,5,5442
1464,5,5442
c_59f9c651,5,5442
6286,5,5442
2429,5,753
3792,5,753
1840,5,753
753,5,753
4617,5,753
6047,5,753
100149,5,100149
1798,5,1810
6365,5,1810
4219,5,1810
20,5,1810
1796,5,1810
1810,5,1810
5725,5,1810
1797,5,1810
2218,5,1810
1068,5,1063
6328,5,1063
2415,5,1063
1067,5,1063
1064,5,1063
5316,5,1063
2404,5,1063
6323,5,1063
2426,5,1063
1063,5,1063
6329,5,1063
8437,5,1063
1066,5,1063
1065,5,1063
3697,5,3689
3694,5,3689
3692,5,3689
3691,5,3689
3689,5,3689
3693,5,3689
3698,5,3689
3696,5,3689
3695,5,3689
5371,5,5371
5837,5,5371
2942,5,5371
5416,5,5371
5838,5,5371
2940,5,5371
5417,5,5371
5145,5,5371
5414,5,5371
5835,5,5371
5412,5,5371
3980,5,5371
2941,5,5371
5415,5,5371
5836,5,5371
3979,5,5371
3978,5,5371
495,5,495
5848,5,5848
c_6eb6fb87,5,5848
5845,5,5848
c_a6b5bad0,5,5848
3073,5,5848
5457,5,5848
c_12742da8,5,5848
5443,5,5848
5343,5,26
4037,5,26
5327,5,26
4026,5,26
26,5,26
4024,5,26
352,5,26
350,5,26
2930,5,26
388,5,26
4019,5,26
3106,5,26
5344,5,26
2931,5,26
8479,5,26
353,5,26
1531,5,26
5454,5,5775
5925,5,5775
5652,5,5775
5693,5,5775
5858,5,5775
5876,5,5775
5770,5,5775
5946,5,5775
5775,5,5775
5445,5,5775
5694,5,5775
5458,5,5775
5944,5,5775
912,5,912
1182,5,912
1168,5,912
1774,5,912
863,5,912
4649,5,912
1519,5,912
2563,5,912
5989,5,912
3814,5,912
2705,5,2705
4776,5,2705
1500,5,2705
2866,5,2705
4572,5,2705
1613,5,2705
1532,5,2705
5930,5,2705
4154,5,2705
2138,5,2705
4775,5,2705
1727,5,2705
2336,5,2705
1501,5,2705
4354,5,2705
4580,5,2705
1518,5,2705
726,5,2705
4523,5,2705
2899,5,2705
4592,5,2705
5777,5,2705
1121,5,2705
503,5,2705
1560,5,2705
6556,5,2690
5560,5,2690
5800,5,2690
1817,5,2690
1162,5,2690
375,5,2690
5634,5,2690
1764,5,2690
4728,5,2690
6743,5,2690
1691,5,2690
442958,5,2690
5325,5,2690
5168,5,2690
4475,5,2690
6555,5,2690
2823,5,2690
442990,5,2690
3353,5,2690
3348,5,2690
3352,5,2690
4323,5,2690
2690,5,2690
6542,5,2690
6738,5,2690
374,5,2690
6557,5,2690
5314,5,2690
6739,5,2690
6553,5,2690
4374,5,2690
2306,5,1652
2304,5,1652
2308,5,1652
1652,5,1652
2305,5,1652
438855,5,438855
5158,5,438855
3350,5,929
173,5,929
189,5,929
3253,5,929
1675,5,929
929,5,929
296,5,929
341,5,929
763,5,929
4301,5,929
933,5,929
1649,5,913
451941,5,913
1504,5,913
4839,5,913
1874,5,913
4324,5,913
1965,5,913
3774,5,913
2286,5,913
1712,5,913
1085,5,913
4353,5,913
1290,5,913
1318,5,913
3381,5,913
451991,5,913
913,5,913
1318,5,2106
1019,5,2106
1085,5,2106
2106,5,2106
2768,5,56
3686,5,56
2769,5,56
3333,5,56
2778,5,56
536,5,56
3083,5,56
399,5,56
2761,5,56
59,5,56
56,5,56
3328,5,56
5623,5,883
5626,5,883
6885,5,883
883,5,883
5621,5,883
887,5,883
1579,5,883
7197,5,883
6881,5,883
6882,5,883
5625,5,883
5624,5,883
5622,5,883
2653,5,2656
2640,5,2656
2638,5,2656
2668,5,2656
2648,5,2656
2652,5,2656
3272,5,2656
2656,5,2656
2634,5,2656
2664,5,2656
2636,5,2656
2635,5,2656
2642,5,2656
2169,5,1845
1845,5,1845
3842,5,1845
2159,5,1845
1403,5,1845
1413,5,1845
1563,5,4314
4316,5,4314
4317,5,4314
3793,5,4314
1511,5,4314
4314,5,4314
1170,5,4314
4319,5,4314
4315,5,4314
5100,5,1615
3823,5,1615
4848,5,1615
1615,5,1615
888,5,1615
1188,5,1615
1899,5,1615
5463,5,833
6405,5,833
607,5,833
610,5,833
600,5,833
c_d701b19c,5,833
5742,5,833
602,5,833
2215,5,833
2423,5,833
5741,5,833
1049,5,833
c_25e0bb6d,5,833
c_3212cc75,5,833
5791,5,833
844,5,833
833,5,833
1683,5,833
3147,5,833
c_0e092eaf,5,833
6404,5,833
3967,5,833
4940,5,833
597,5,833
1050,5,833
1169,5,833
c_9055e9e1,5,833
609,5,833
664,5,833
608,5,833
c_3897ba70,5,833
599,5,833
5464,5,833
1720,5,1400
3876,5,1400
2192,5,1400
50,5,1400
3874,5,1400
849,5,1400
1400,5,1400
100157,5,100157
8469,5,8469
4190,5,4189
874,5,4189
1247,5,4189
5658,5,4189
4201,5,4189
1051,5,4189
4192,5,4189
4191,5,4189
3896,5,4189
4204,5,4189
6757,5,4189
4202,5,4189
4194,5,4189
4189,5,4189
227,5,4189
4200,5,4189
4196,5,4189
1200,5,4189
4193,5,4189
4199,5,4189
3007,5,4189
3060,5,4189
5435,5,5435
5639,5,2189
5638,5,2189
2189,5,2189
6372,5,2189
5449,5,2189
6704,5,2189
1056,5,1005
1460,5,1005
2609,5,1005
5561,5,1005
5138,5,1005
1052,5,1005
450652,5,1005
4237,5,1005
5926,5,1005
437422,5,1005
4126,5,1005
c_e548b67f,5,1005
450658,5,1005
5643,5,1005
5856,5,1005
5844,5,1005
2608,5,1005
979,5,1005
978,5,1005
738,5,1005
73,5,1005
452085,5,1005
1851,5,1005
5668,5,1005
c_b54dc55a,5,1005
5554,5,1005
980,5,1005
441716,5,1005
2607,5,1005
2054,5,1005
4056,5,1005
1005,5,1005
c_4e3beee2,5,1005
c_d08207d1,5,1005
2610,5,1005
c_4d5b6dbd,5,1005
3238,5,1005
5051,5,5051
5057,5,5051
558,5,558
100150,5,100150
168,5,2191
c_2f64fd66,5,2191
987,5,2191
1449,5,2191
312,5,2191
1044,5,2191
8404,5,2191
6148,5,2191
125,5,2191
1664,5,2191
6161,5,2191
991,5,2191
5282,5,2191
5370,5,2191
2191,5,2191
1510,5,2191
3853,5,2191
522,5,524
6062,5,524
524,5,524
6366,5,524
1351,5,6332
6333,5,6332
2225,5,6332
665,5,6332
6332,5,6332
5602,5,6332
2551,5,2551
1738,5,2551
2980,5,2551
5906,5,2551
936,5,2551
2981,5,2551
5361,5,5360
4994,5,5360
5360,5,5360
1932,5,5360
5364,5,5360
1891,5,5360
2193,5,5360
4571,5,5360
1744,5,5360
3732,5,5360
3898,5,5360
4215,5,5360
5363,5,5360
4059,5,5360
5000,5,5360
5010,5,5360
4497,5,5360
2771,5,11
4240,5,11
621,5,11
1337,5,11
46,5,11
2748,5,11
4130,5,11
11,5,11
3094,5,11
6367,5,11
8,5,11
6081,5,11
1616,5,11
620,5,11
5151,5,11
482,5,11
2781,5,11
5367,5,11
1839,5,11
2347,5,5130
8542,5,5130
2348,5,5130
8407,5,5130
4071,5,5130
2346,5,5130
c_871b5612,5,5130
1048,5,5130
5130,5,5130
5251,5,5130
3614,5,3098
4540,5,3098
3098,5,3098
4508,5,3098
4518,5,3098
4517,5,3098
4526,5,3098
4521,5,3098
4519,5,3098
4532,5,3098
7862,5,7861
7865,5,7861
7861,5,7861
7867,5,7861
7864,5,7861
7866,5,7861
1398,5,1398
4386,5,3101
4382,5,3101
2671,5,3101
2865,5,3101
5215,5,3101
2641,5,3101
3103,5,3101
1099,5,3101
4378,5,3101
3269,5,3101
4379,5,3101
2663,5,3101
3101,5,3101
4387,5,3101
5213,5,3101
4398,5,3101
531,5,3101
2301,5,3101
4805,5,3101
3266,5,3101
5214,5,3101
5654,5,2001
470,5,2001
2001,5,2001
2007,5,2001
1999,5,2001
8428,5,2001
2000,5,2001
7416,5,2001
2004,5,2001
419,5,2001
4153,5,2001
1931,5,2001
2003,5,2001
2011,5,2001
1751,5,2001
2010,5,2001
2073,5,2001
7373,5,2001
2154,5,2001
3056,5,2001
1198,5,2001
2009,5,2001
6027,5,3743
1656,5,3743
3746,5,3743
5260,5,3743
5386,5,3743
3743,5,3743
3745,5,3743
5387,5,3743
1443,5,557
557,5,557
4887,5,557
6022,5,557
2082,5,557
4000,5,557
533,5,557
3564,5,557
5233,5,3641
2077,5,3641
5234,5,3641
2076,5,3641
3645,5,3641
5481,5,3641
3647,5,3641
6298,5,3641
5235,5,3641
4082,5,3641
3641,5,3641
3649,5,3641
3646,5,3641
3648,5,3641
5726,5,3641
1252,5,3641
4332,5,3522
1646,5,3522
6236,5,3522
1648,5,3522
1647,5,3522
3522,5,3522
7949,5,3522
3623,5,3522
3626,5,3522
5329,5,3522
1343,5,3522
3036,5,2246
3049,5,2246
3680,5,2246
4120,5,2246
1344,5,2246
2246,5,2246
1778,5,2246
4328,5,2246
7217,5,2246
1336,5,2246
1303,5,2246
2728,5,2184
3550,5,2184
593,5,2184
1535,5,2184
4551,5,2184
1503,5,2184
896,5,2184
107,5,2184
3548,5,2184
4546,5,2184
163,5,2184
2184,5,2184
3547,5,2184
4435,5,2184
4550,5,2184
1259,5,2184
2953,5,2184
4553,5,2184
3321,5,2184
592,5,2184
3354,5,2184
1243,5,2184
1257,5,2184
5208,5,2184
6273,5,2184
106,5,2184
1282,5,1282
1823,5,1282
6862,5,1282
1785,5,1282
905,5,1282
7413,5,1282
971,5,1282
1138,5,1282
3096,5,1282
1967,5,1282
435136,5,1282
1829,5,1282
135,5,1282
32,5,1282
5875,5,1282
1479,5,1282
907,5,1282
633,5,1282
2033,5,1282
1478,5,1282
1614,5,1282
7216,5,1282
2030,5,1282
4188,5,1282
c_3a2df4eb,5,1282
543,5,3900
1618,5,3900
717,5,3900
583,5,3900
1619,5,3900
1622,5,3900
1625,5,3900
548,5,3900
1621,5,3900
3900,5,3900
c_7d7608fa,5,3476
3501,5,3476
8356,5,3476
5831,5,3476
2986,5,3476
4270,5,3476
3499,5,3476
3502,5,3476
3476,5,3476
c_99e6dc30,5,3476
3500,5,3476
8354,5,3476
4269,5,3476
8357,5,3476
c_e78f03db,5,3476
5126,5,3476
8355,5,3476
4275,5,3476
5119,5,6034
27,5,6034
5502,5,6034
390,5,6034
7353,5,6034
4451,5,6034
65,5,6034
391,5,6034
6034,5,6034
3031,5,6034
5918,5,6034
5501,5,6034
5657,5,6034
2296,5,6034
2854,5,6034
4066,5,8473
4065,5,8473
8474,5,8473
8473,5,8473
7194,5,8473
1765,5,1765
5298,5,3946
5287,5,3946
5299,5,3946
4109,5,3946
4110,5,3946
3292,5,3946
4889,5,3946
5301,5,3946
709,5,3946
6111,5,3946
707,5,3946
2376,5,3946
2373,5,3946
3946,5,3946
4108,5,3946
4107,5,3946
5300,5,3946
3291,5,3946
5966,5,3946
6336,5,2172
2094,5,2172
8402,5,2172
2172,5,2172
5446,5,2172
6131,5,2172
5279,5,2172
4615,5,2172
120,5,2172
3725,5,2172
2201,5,2172
1838,5,2172
651,5,651
2992,5,651
2994,5,651
6331,5,651
943,5,651
4376,5,8365
8365,5,8365
1557,5,8365
2203,5,8365
6905,5,2467
6763,5,2467
280,5,2467
854,5,2467
5905,5,2467
5177,5,2467
5178,5,2467
671,5,2467
2467,5,2467
1597,5,2467
5175,5,2467
269,5,2467
2397,5,2467
4072,5,2467
5176,5,2467
590,5,2467
3968,5,2467
1419,5,2467
2932,5,2467
384,5,2467
3630,5,3151
34,5,3151
3723,5,3151
3242,5,3151
3274,5,3151
4166,5,3151
3567,5,3151
3706,5,3151
2906,5,3151
1341,5,3151
3187,5,3151
3541,5,3151
3728,5,3151
2623,5,3151
165,5,3151
3244,5,3151
3590,5,3151
3151,5,3151
3243,5,3151
3673,5,3151
3599,5,3151
3303,5,3151
3477,5,3151
3222,5,3151
549,5,3151
3373,5,3151
238,5,2178
7188,5,2178
3574,5,2178
2161,5,2178
3566,5,2178
4252,5,2178
2178,5,2178
8416,5,2178
3587,5,3587
1435,5,3587
100142,5,100142
2588,5,1453
6884,5,1453
1453,5,1453
5805,5,1453
4863,5,2481
6913,5,2481
479,5,2481
3629,5,2481
2717,5,2481
2714,5,2481
4239,5,2481
2719,5,2481
3628,5,2481
6292,5,2481
1465,5,2481
6294,5,2481
641,5,2481
5147,5,2481
3633,5,2481
2481,5,2481
5123,5,2481
6293,5,2481
3304,5,2481
4232,5,2481
2708,5,2481
4346,5,2481
2177,5,2481
2399,5,2481
831,5,2481
4489,5,1411
1831,5,1411
1411,5,1411
3749,5,1411
3750,5,1411
3753,5,1411
3747,5,1411
952,5,1411
1060,5,1411
2821,5,1411
1193,5,69
2264,5,69
3004,5,69
1122,5,69
999,5,69
2129,5,69
6750,5,69
110,5,69
69,5,69
2292,5,2292
4389,5,2292
4025,5,2292
2317,5,2292
4885,5,2292
4186,5,2292
5061,5,2698
875,5,2698
508,5,2698
2574,5,2698
2799,5,2698
2698,5,2698
3182,5,2698
4391,5,2698
5059,5,2698
6028,5,2698
917,5,2698
1698,5,2698
1959,5,2698
144,5,2698
2615,5,2698
443048,5,3928
7812,5,3928
2856,5,3928
3928,5,3928
4094,5,3928
307,5,3928
7389,5,3928
5677,5,3092
3093,5,3092
3905,5,3092
5239,5,3092
5699,5,3092
3092,5,3092
5216,5,3092
3588,5,3878
2597,5,3878
3953,5,3878
6899,5,3878
2631,5,3878
5271,5,3878
3878,5,3878
3959,5,3878
5631,5,3878
4114,5,3878
2314,5,3878
1549,5,3878
3957,5,3878
4349,5,3878
3960,5,3878
3958,5,3878
6251,5,6135
6249,5,6135
6247,5,6135
6250,5,6135
7881,5,6135
7880,5,6135
6252,5,6135
6135,5,6135
6248,5,6135
1559,5,2113
451462,5,2113
993,5,2113
6281,5,2113
6279,5,2113
2229,5,2113
3858,5,2113
2546,5,2113
4583,5,2113
1862,5,2113
3857,5,2113
1296,5,2113
6280,5,2113
2113,5,2113
1292,5,2113
4648,5,2113
7198,5,2113
4160,5,2113
2088,5,2113
3411,5,2113
4466,5,2113
3416,5,2113
1289,5,2113
2037,5,2113
2089,5,2113
6278,5,2113
2547,5,2113
1237,5,2113
205,5,2113
4772,5,2113
1903,5,2113
3410,5,2113
1278,5,3952
6386,5,3952
1276,5,3952
6715,5,3952
2114,5,3952
6389,5,3952
3931,5,3952
6388,5,3952
6392,5,3952
1149,5,3952
7218,5,3952
1147,5,3952
1150,5,3952
1152,5,3952
4176,5,3952
6387,5,3952
7360,5,3952
1148,5,3952
5269,5,3952
6390,5,3952
3294,5,3952
1936,5,3952
6384,5,3952
1151,5,3952
6381,5,3952
1892,5,3952
4770,5,3952
8438,5,3952
6385,5,3952
3952,5,3952
6391,5,3952
6782,5,2515
c_c8363c09,5,2515
2515,5,2515
5433,5,2515
2516,5,2515
1542,5,2515
462,5,2515
5150,5,2515
5847,5,2515
c_2a1a9fdc,5,2515
c_f05a3667,5,2515
1468,5,2515
431,5,2515
5823,5,2515
5472,5,2515
5149,5,2515
5359,5,5359
814,5,813
824,5,813
820,5,813
813,5,813
830,5,813
3005,5,813
6754,5,813
819,5,813
821,5,813
828,5,813
829,5,813
816,5,813
5494,5,4057
4063,5,4057
4057,5,4057
6708,5,4057
6706,5,4057
7132,5,4057
c_8a6f744c,5,4057
6710,5,4057
12,5,4057
2324,5,4057
594,5,594
4004,5,566
4003,5,566
2034,5,566
4005,5,566
3526,5,566
2867,5,566
2036,5,566
552,5,566
2096,5,566
2271,5,566
488,5,566
5597,5,566
2272,5,566
566,5,566
5796,5,566
2035,5,566
505,5,566
3521,5,566
5635,5,1426
5924,5,1426
5473,5,1426
3607,5,1426
4430,5,1426
3740,5,1426
6262,5,1426
1426,5,1426
c_715c08c0,5,1426
1431,5,1426
3023,5,1426
1428,5,1426
5828,5,1426
1429,5,1426
3026,5,1426
5333,5,1426
6261,5,1426
5197,5,1426
6275,5,1426
6276,5,1426
6126,5,1426
6908,5,1426
5520,5,1426
1427,5,1426
5071,5,1426
4487,5,1426
4009,5,565
435196,5,565
565,5,565
731,5,2468
2330,5,2468
1638,5,2468
4700,5,2468
2454,5,2468
3516,5,2468
1742,5,2468
3520,5,2468
6346,5,2468
2468,5,2468
8549,5,2468
6347,5,2468
3519,5,2468
532,5,2468
545,5,2468
3518,5,2468
2427,5,2468
284,5,2468
3524,5,2468
2904,5,2468
3523,5,2468
1634,5,2468
6099,5,2468
4029,5,2468
5202,5,54
2355,5,54
4884,5,54
1057,5,54
4842,5,54
392,5,54
367,5,54
61,5,54
1673,5,54
62,5,54
3446,5,54
2911,5,54
4641,5,54
63,5,54
5270,5,54
54,5,54
409,5,54
60,5,54
3602,5,54
5964,5,54
55,5,54
c_fa8f51b0,5,54
1815,5,54
5219,5,2505
6324,5,2505
6326,5,2505
4352,5,2505
1513,5,2505
2505,5,2505
6325,5,2505
2997,5,2505
2995,5,2505
4336,5,2505
6327,5,2505
6721,5,2505
5016,5,2505
2996,5,2505
563,5,2505
2920,5,2505
100143,5,100143
4450,5,4630
4448,5,4630
4447,5,4630
4708,5,4630
4630,5,4630
4445,5,4630
325,5,4630
4674,5,4630
4338,5,4630
4444,5,4630
c_eb3ada47,5,c_6acbfd25
c_a5c15adc,5,c_6acbfd25
c_e300778f,5,c_6acbfd25
c_7d7c383b,5,c_6acbfd25
c_fee7acae,5,c_6acbfd25
c_c5c9cfc7,5,c_6acbfd25
c_095c8a84,5,c_6acbfd25
c_496cee2d,5,c_6acbfd25
c_46e54685,5,c_6acbfd25
c_d3db05e6,5,c_6acbfd25
c_049691c5,5,c_6acbfd25
c_23635024,5,c_6acbfd25
c_14e0ae65,5,c_6acbfd25
c_412ed48a,5,c_6acbfd25
c_f9143718,5,c_6acbfd25
c_070e15e7,5,c_6acbfd25
c_e4bfb3bb,5,c_6acbfd25
c_cf9e250b,5,c_6acbfd25
c_dffba30e,5,c_6acbfd25
c_7a080afd,5,c_6acbfd25
c_6acbfd25,5,c_6acbfd25
c_82778b62,5,c_6acbfd25
c_e6d358a0,5,c_6acbfd25
c_ec0f4970,5,c_6acbfd25
c_d3974887,5,c_6acbfd25
c_d4ca9a6c,5,c_6acbfd25
c_de77a2c0,5,c_6acbfd25
c_4b33c289,5,c_6acbfd25
c_b4cffbee,5,c_6acbfd25
1964,5,1882
2156,5,1882
1885,5,1882
1446,5,1882
879,5,1882
2428,5,1882
1886,5,1882
2514,5,1882
1880,5,1882
4577,5,1882
1779,5,1882
3835,5,1882
5288,5,1882
6018,5,1882
4783,5,1882
4084,5,1882
1884,5,1882
1882,5,1882
5988,5,1882
3838,5,1882
5304,5,1882
981,5,1882
1736,5,1882
2568,5,1882
316,5,1882
2424,5,1882
6823,5,1882
3837,5,1882
1883,5,1882
2056,5,1882
3836,5,1882
1340,5,1882
4647,5,1882
4990,5,1882
4462,5,1882
3834,5,1882
954,5,4436
4436,5,4436
582,5,4436
5357,5,4436
1137,5,4436
955,5,4436
923,5,4415
6362,5,4415
3636,5,4415
5383,5,4415
c_ab84e157,5,4415
5928,5,4415
7219,5,4415
5973,5,4415
3909,5,4415
6297,5,4415
3639,5,4415
5461,5,4415
435061,5,4415
4496,5,4415
4415,5,4415
7931,5,4415
6299,5,4415
4419,5,4415
3638,5,4415
c_50fb9d42,5,4415
4421,5,4415
6300,5,4415
3651,5,4415
4173,5,2417
5384,5,2417
252,5,2417
1667,5,2417
1556,5,2417
2417,5,2417
1554,5,2417
792,5,2059
4151,5,2059
679,5,2059
799,5,2059
2059,5,2059
793,5,2059
5174,5,2059
800,5,2059
630,5,2059
1587,5,1587
5131,5,5258
445228,5,5258
6284,5,5258
449,5,5258
440523,5,5258
3102,5,5258
445259,5,5258
6289,5,5258
4020,5,5258
349,5,5258
3494,5,5258
440631,5,5258
2927,5,5258
8489,5,5258
6290,5,5258
440579,5,5258
445203,5,5258
5129,5,5258
4022,5,5258
440605,5,5258
4457,5,5258
6285,5,5258
4027,5,5258
3484,5,5258
440657,5,5258
4015,5,5258
4473,5,5258
440549,5,5258
4023,5,5258
5258,5,5258
4014,5,5258
440710,5,5258
1850,5,1850
2340,5,52
3327,5,52
3337,5,52
5799,5,52
1864,5,52
5280,5,52
975,5,52
1528,5,52
52,5,52
5281,5,52
2333,5,52
758,5,52
160,5,52
2594,5,52
3757,5,2767
1933,5,2767
3758,5,2767
3754,5,2767
3760,5,2767
3756,5,2767
2767,5,2767
1935,5,2767
4218,5,2767
3761,5,2767
1934,5,2767
1643,5,2767
2381,5,2767
3755,5,2767
4411,5,5087
4707,5,5087
1968,5,5087
1255,5,5087
1308,5,5087
314,5,5087
2543,5,5087
3763,5,5087
5063,5,5087
5087,5,5087
1125,5,5087
4620,5,5087
2800,5,2702
2811,5,2702
1558,5,2702
2861,5,2702
6892,5,2702
4449,5,2702
1438,5,2702
2702,5,2702
4119,5,2702
4754,5,2702
127,5,2702
3703,5,2702
7870,5,7868
7877,5,7868
7876,5,7868
7878,5,7868
7874,5,7868
7875,5,7868
7871,5,7868
7873,5,7868
7869,5,7868
7872,5,7868
7868,5,7868
5285,5,5285
5718,5,1754
1770,5,1754
c_28750470,5,1754
5716,5,1754
1758,5,1754
5719,5,1754
c_cbdf29ef,5,1754
434,5,1754
5172,5,1754
5939,5,1754
1756,5,1754
5721,5,1754
5714,5,1754
8447,5,1754
6152,5,1754
5104,5,1754
1762,5,1754
5720,5,1754
1757,5,1754
1754,5,1754
7354,5,1754
1759,5,1754
6567,5,1754
5717,5,1754
1760,5,1754
5715,5,1754
5431,5,1754
837,5,1754
6064,5,1154
1156,5,1154
918,5,1154
894,5,1154
6910,5,1154
1154,5,1154
7926,5,1154
3443,5,1154
c_5b447e3a,5,1154
1161,5,1154
2792,5,1154
4286,5,1154
c_406ad4cc,5,1154
2629,5,1154
928,5,1154
5895,5,3150
5676,5,3150
1775,5,3150
5760,5,3150
5722,5,3150
5857,5,3150
865,5,3150
3149,5,3150
5727,5,3150
6406,5,3150
1030,5,3150
8303,5,3150
6403,5,3150
c_a2e1def8,5,3150
5439,5,3150
5874,5,3150
8444,5,3150
450869,5,3150
972,5,3150
3150,5,3150
8445,5,3150
8446,5,3150
1627,5,1627
c_03f9a8ac,5,4413
2165,5,4413
5480,5,4413
1165,5,4413
174,5,4413
4360,5,4413
4413,5,4413
2064,5,2414
4145,5,2414
4472,5,2414
2345,5,2414
6042,5,2414
2136,5,2414
1668,5,2414
4210,5,2414
3724,5,2414
2414,5,2414
4676,5,1362
6038,5,1362
1382,5,1362
1837,5,1362
3818,5,1362
3808,5,1362
1387,5,1362
1396,5,1362
6914,5,1362
1383,5,1362
5241,5,1362
2716,5,1362
5242,5,1362
989,5,1362
1362,5,1362
2739,5,1362
2545,5,1362
c_e5d85c14,5,1362
1381,5,1362
2430,5,1362
3811,5,1362
5583,5,3156
502,5,3156
4079,5,3156
4793,5,3156
1642,5,3156
3180,5,3156
1069,5,3156
491,5,3156
3948,5,3156
3156,5,3156
5369,5,3156
3181,5,3156
5368,5,3156
1644,5,3156
5820,5,3156
4645,5,3156
1716,5,956
236,5,956
1254,5,956
1524,5,956
4375,5,956
5969,5,956
1968,5,956
235,5,956
956,5,956
3144,5,c_98d1408a
141,5,c_98d1408a
4628,5,c_98d1408a
1741,5,c_98d1408a
c_98d1408a,5,c_98d1408a
4485,5,c_98d1408a
4853,5,c_98d1408a
2833,5,584
564,5,584
3920,5,584
3902,5,584
306,5,584
584,5,584
6077,5,584
5969,5,c_964c9649
321,5,c_964c9649
5876,5,c_964c9649
5040,5,c_964c9649
c_964c9649,5,c_964c9649
1338,5,c_964c9649
6157,5,6157
2726,5,3895
5500,5,3895
2706,5,3895
5466,5,3895
5532,5,3895
5888,5,3895
2745,5,3895
1391,5,3895
2774,5,3895
5646,5,3895
2755,5,3895
1458,5,3895
3610,5,3895
1416,5,3895
3895,5,3895
5245,5,3895
3897,5,3895
1384,5,3895
5927,5,3895
2205,5,3895
7854,5,7817
7834,5,7817
7839,5,7817
7830,5,7817
7836,5,7817
7837,5,7817
7835,5,7817
7817,5,7817
7838,5,7817
2128,5,2128
4403,5,3584
811,5,3584
3584,5,3584
3579,5,3584
809,5,3584
3577,5,3584
810,5,3584
3591,5,3584
1881,5,3584
2393,5,2402
2402,5,2402
2408,5,2402
2407,5,2402
2406,5,2402
8322,5,8301
8307,5,8301
8336,5,8301
8305,5,8301
8324,5,8301
8331,5,8301
8308,5,8301
8328,5,8301
8306,5,8301
8330,5,8301
8301,5,8301
8325,5,8301
8329,5,8301
8315,5,8301
8335,5,8301
8310,5,8301
8309,5,8301
8332,5,8301
8312,5,8301
8320,5,8301
8304,5,8301
8311,5,8301
8334,5,8301
8333,5,8301
8316,5,8301
8314,5,8301
8313,5,8301
8318,5,8301
8323,5,8301
8326,5,8301
8337,5,8301
8327,5,8301
8319,5,8301
8321,5,8301
8317,5,8301
